LOG_NO,COMPLAINT_DATE,ASSIGNMENT,CASE_TYPE,CURRENT_STATUS,CURRENT_CATEGORY,FINDING_CODE,POLICE_SHOOTING,BEAT,RACE_OF_COMPLAINANT,SEX_OF_COMPLAINANT,AGE_OF_COMPLAINANT,COMPLAINT_HOUR,COMPLAINT_DAY,COMPLAINT_MONTH
1040693,10/16/2010 04:19:27 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1831,African American / Black,Male,30-39,4,7,10
1040694,10/16/2010 04:54:02 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1533,African American / Black,Male,20-29,4,7,10
1040709,10/17/2010 12:13:54 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1112,African American / Black,Male,20-29,0,1,10
1040713,10/17/2010 11:08:11 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1531,White,Female,30-39,11,1,10
1040716,10/17/2010 03:41:16 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,825,Hispanic,Male,20-29,15,1,10
1040717,10/17/2010 04:36:26 PM,IPRA,Complaint,Closed,Domestic Violence,NOT SUSTAINED,No,811,Hispanic,Female,30-39,16,1,10
1040719,10/18/2010 02:43:46 AM,IPRA,Complaint,Closed,Domestic Violence,UNFOUNDED,No,232,Hispanic,Female,30-39,2,2,10
1040720,10/18/2010 02:53:51 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,633,African American / Black,Male,20-29,2,2,10
1040721,10/18/2010 03:12:25 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,912,Hispanic,Male,30-39,3,2,10
1040724,10/18/2010 09:30:33 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,411,African American / Black,Male,30-39,9,2,10
1040724,10/18/2010 09:30:33 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,411,African American / Black,Female,30-39,9,2,10
1040740,10/18/2010 03:38:43 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,1121,African American / Black,Male,0-19,15,2,10
1040741,10/18/2010 03:40:52 PM,IPRA,Complaint,Closed,Coercion,UNFOUNDED,No,421 | 131,African American / Black,Female,40-49,15,2,10
1040742,10/18/2010 04:17:26 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,2521,White,Male,0-19,16,2,10
1040744,10/18/2010 04:47:38 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NO AFFIDAVIT,No,731,African American / Black,Male,0-19,16,2,10
1040745,10/18/2010 05:05:59 PM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,634,African American / Black,Male,30-39,17,2,10
1040747,10/18/2010 05:34:41 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,2213,African American / Black,Male,20-29,17,2,10
1040752,10/18/2010 07:11:02 PM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,915,African American / Black,Male,50-59,19,2,10
1040760,10/18/2010 10:21:47 PM,IPRA,Notification,Closed,OC Discharge,No Finding,No,633,African American / Black,Male,20-29,22,2,10
1040763,10/19/2010 05:26:33 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1134,African American / Black,Female,20-29,5,3,10
1040769,10/19/2010 09:49:13 AM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,2524,African American / Black,Female,50-59,9,3,10
1040775,10/19/2010 11:47:45 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1655,African American / Black,Male,50-59,11,3,10
1040776,10/19/2010 11:59:18 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1134,Asian or Pacific Islander,Male,30-39,11,3,10
1040782,10/19/2010 01:31:31 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,322,African American / Black,Male,0-19,13,3,10
1040782,10/19/2010 01:31:31 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,322,African American / Black,Male,0-19,13,3,10
1040786,10/19/2010 04:33:13 PM,IPRA,Complaint,Closed,Verbal Abuse,SUSTAINED,No,324,African American / Black,Female,20-29,16,3,10
1040788,10/19/2010 04:36:20 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,613,African American / Black,Male,0-19,16,3,10
1040788,10/19/2010 04:36:20 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,613,African American / Black,Male,0-19,16,3,10
1040799,10/19/2010 10:25:52 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1012,African American / Black,Male,20-29,22,3,10
1040802,10/20/2010 10:12:04 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1531,African American / Black,Male,0-19,10,4,10
1040804,10/20/2010 11:17:54 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,332,African American / Black,Male,0-19,11,4,10
1040811,10/20/2010 01:31:21 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1121,African American / Black,Male,0-19,13,4,10
1040813,10/20/2010 03:09:30 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1311,African American / Black,Female,0-19,15,4,10
1040814,10/20/2010 03:43:13 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1831,White,Male,20-29,15,4,10
1040816,10/20/2010 03:54:06 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1011,African American / Black,Male,0-19,15,4,10
1040820,10/20/2010 04:45:13 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2232,African American / Black,Male,0-19,16,4,10
1040821,10/20/2010 05:41:12 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2232,African American / Black,Male,0-19,17,4,10
1040822,10/20/2010 06:14:34 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2535,African American / Black,Female,0-19,18,4,10
1040824,10/20/2010 06:29:32 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1122,African American / Black,Male,30-39,18,4,10
1040829,10/20/2010 10:18:40 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1023,African American / Black,Male,0-19,22,4,10
1040831,10/20/2010 10:48:25 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,925,Hispanic,Male,0-19,22,4,10
1040835,10/21/2010 08:52:26 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,414,African American / Black,Female,20-29,8,5,10
1040838,10/21/2010 10:01:48 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2222,African American / Black,Male,30-39,10,5,10
1040851,10/21/2010 04:08:53 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2222,African American / Black,Male,0-19,16,5,10
1040858,10/21/2010 06:26:48 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,1421,Hispanic,Male,40-49,18,5,10
1040865,10/21/2010 10:45:20 PM,IPRA,Notification,Closed,OC Discharge,No Finding,No,1022,African American / Black,Male,40-49,22,5,10
1040871,10/22/2010 08:03:18 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,2535 | 2515,African American / Black,Female,0-19,8,6,10
1040873,10/22/2010 10:41:37 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,UNFOUNDED,No,1024,African American / Black,Male,40-49,10,6,10
1040880,10/22/2010 12:58:44 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,211,African American / Black,Male,20-29,12,6,10
1040881,10/22/2010 02:02:12 PM,IPRA,Complaint,Closed,Motor Vehicle Related Death,NOT SUSTAINED,No,726,African American / Black,Female,0-19,14,6,10
1040881,10/22/2010 02:02:12 PM,IPRA,Complaint,Closed,Motor Vehicle Related Death,NOT SUSTAINED,No,726,Hispanic,Male,30-39,14,6,10
1040887,10/22/2010 03:48:36 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,712,African American / Black,Male,30-39,15,6,10
1040890,10/22/2010 04:25:14 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,614,African American / Black,Male,30-39,16,6,10
1040892,10/22/2010 05:27:51 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,511,African American / Black,Male,20-29,17,6,10
1040893,10/22/2010 05:33:20 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,2213,African American / Black,Male,20-29,17,6,10
1040902,10/23/2010 12:38:16 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1513,African American / Black,Male,20-29,0,7,10
1040902,10/23/2010 12:38:16 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1513,African American / Black,Female,20-29,0,7,10
1040902,10/23/2010 12:38:16 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1513,African American / Black,Male,50-59,0,7,10
1040905,10/23/2010 06:38:52 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,333,African American / Black,Male,20-29,6,7,10
1040906,10/23/2010 07:05:37 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1113,African American / Black,Male,20-29,7,7,10
1040908,10/23/2010 09:43:09 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,212,African American / Black,Female,50-59,9,7,10
1040909,10/23/2010 12:16:39 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,935,African American / Black,Female,20-29,12,7,10
1040909,10/23/2010 12:16:39 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,935,African American / Black,Male,20-29,12,7,10
1040913,10/23/2010 03:20:20 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,2233,African American / Black,Female,30-39,15,7,10
1040913,10/23/2010 03:20:20 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,2233,African American / Black,Female,30-39,15,7,10
1040928,10/24/2010 12:05:43 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,423,African American / Black,Male,20-29,12,1,10
1040929,10/24/2010 12:07:54 PM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,132,African American / Black,Male,30-39,12,1,10
1040931,10/24/2010 02:07:15 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,411,African American / Black,Male,20-29,14,1,10
1040936,10/24/2010 04:36:43 PM,IPRA,Notification,Closed,OC Discharge,No Finding,No,832,African American / Black,Male,30-39,16,1,10
1040944,10/24/2010 08:50:30 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1713,Hispanic,Male,30-39,20,1,10
1040945,10/24/2010 09:41:56 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1522,African American / Black,Male,20-29,21,1,10
1040950,10/25/2010 08:57:43 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,924,White,Female,30-39,8,2,10
1040950,10/25/2010 08:57:43 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,924,White,Female,40-49,8,2,10
1040956,10/25/2010 11:36:04 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,632,African American / Black,Male,40-49,11,2,10
1040962,10/25/2010 03:40:24 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1021,African American / Black,Male,50-59,15,2,10
1040965,10/25/2010 04:01:27 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,823,African American / Black,Male,20-29,16,2,10
1040966,10/25/2010 04:03:08 PM,IPRA,Complaint,Closed,Excessive Force,SUSTAINED,No,3100,African American / Black,Female,40-49,16,2,10
1040975,10/26/2010 03:04:51 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,832,African American / Black,Male,20-29,3,3,10
1040978,10/26/2010 10:09:06 AM,IPRA,Complaint,Closed,Motor Vehicle Related Death,NOT SUSTAINED,No,211,African American / Black,Male,40-49,10,3,10
1040988,10/26/2010 02:23:08 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,631,African American / Black,Male,20-29,14,3,10
1040991,10/26/2010 04:15:56 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1134 | 1133,African American / Black,Male,20-29,16,3,10
1040992,10/26/2010 04:25:13 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,732,African American / Black,Male,40-49,16,3,10
1040993,10/26/2010 04:27:35 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,422,White,Male,0-19,16,3,10
1041000,10/27/2010 12:07:15 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1134,African American / Black,Male,30-39,0,4,10
1041001,10/27/2010 02:35:25 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1111,African American / Black,Male,30-39,2,4,10
1041002,10/27/2010 04:09:02 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,713,African American / Black,Male,30-39,4,4,10
1041003,10/27/2010 08:53:27 AM,IPRA,Complaint,Closed,Excessive Force,SUSTAINED,No,1121,African American / Black,Female,20-29,8,4,10
1041003,10/27/2010 08:53:27 AM,IPRA,Complaint,Closed,Excessive Force,SUSTAINED,No,1121,African American / Black,Female,0-19,8,4,10
1041003,10/27/2010 08:53:27 AM,IPRA,Complaint,Closed,Excessive Force,SUSTAINED,No,1121,African American / Black,Female,20-29,8,4,10
1041003,10/27/2010 08:53:27 AM,IPRA,Complaint,Closed,Excessive Force,SUSTAINED,No,1121,African American / Black,Female,20-29,8,4,10
1041004,10/27/2010 09:09:32 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,624,African American / Black,Male,40-49,9,4,10
1041005,10/27/2010 10:06:52 AM,IPRA,Complaint,Closed,Civil Suits,NO AFFIDAVIT,No,631,African American / Black,Male,30-39,10,4,10
1041006,10/27/2010 10:15:57 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,423 | 424,Hispanic,Male,0-19,10,4,10
1041008,10/27/2010 11:40:14 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,726,African American / Black,Male,40-49,11,4,10
1041026,10/27/2010 05:51:40 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1011,African American / Black,Male,20-29,17,4,10
1041032,10/27/2010 08:56:33 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,2531,African American / Black,Male,20-29,20,4,10
1041033,10/27/2010 08:58:55 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,332,African American / Black,Male,20-29,20,4,10
1041034,10/27/2010 09:34:59 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,614,African American / Black,Female,50-59,21,4,10
1041035,10/27/2010 09:41:17 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1013,African American / Black,Female,20-29,21,4,10
1041035,10/27/2010 09:41:17 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1013,African American / Black,Male,20-29,21,4,10
1041038,10/27/2010 11:31:17 PM,IPRA,Complaint,Closed,Domestic Violence,UNFOUNDED,No,1623,White,Male,40-49,23,4,10
1041038,10/27/2010 11:31:17 PM,IPRA,Complaint,Closed,Domestic Violence,UNFOUNDED,No,1623,Hispanic,Female,30-39,23,4,10
1041039,10/27/2010 11:35:01 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1623,White,Male,30-39,23,4,10
1041047,10/28/2010 11:51:16 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,531,African American / Black,Male,20-29,11,5,10
1041048,10/28/2010 12:13:16 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1631 | 0,Hispanic,Male,30-39,12,5,10
1041051,10/28/2010 03:05:06 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,1913,African American / Black,Male,0-19,15,5,10
1041059,10/28/2010 06:22:55 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,725,African American / Black,Male,30-39,18,5,10
1041059,10/28/2010 06:22:55 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,725,African American / Black,Female,20-29,18,5,10
1041069,10/29/2010 09:23:09 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2432,African American / Black,Male,30-39,9,6,10
1041077,10/29/2010 12:33:17 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1022,African American / Black,Female,40-49,12,6,10
1041081,10/29/2010 01:23:56 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2233,African American / Black,Male,0-19,13,6,10
1041084,10/29/2010 02:29:23 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,722,African American / Black,Male,30-39,14,6,10
1041085,10/29/2010 02:36:59 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2533,African American / Black,Male,20-29,14,6,10
1041086,10/29/2010 03:27:12 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1432,White,Male,50-59,15,6,10
1041088,10/29/2010 04:18:48 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1711,African American / Black,Male,0-19,16,6,10
1041089,10/29/2010 04:34:56 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,621 | 611,African American / Black,Male,40-49,16,6,10
1041090,10/29/2010 05:00:42 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,823,African American / Black,Male,40-49,17,6,10
1041092,10/29/2010 06:43:51 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,332,African American / Black,Male,0-19,18,6,10
1041093,10/29/2010 07:54:55 PM,IPRA,Complaint,Closed,Death or Injury In Custody,No Finding,No,1134,African American / Black,Male,30-39,19,6,10
1041098,10/29/2010 10:09:30 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,2222,African American / Black,Male,20-29,22,6,10
1041100,10/30/2010 12:57:31 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1121,African American / Black,Male,0-19,0,7,10
1041101,10/30/2010 01:53:11 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1523,African American / Black,Male,30-39,1,7,10
1041102,10/30/2010 03:23:59 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,711,African American / Black,Male,30-39,3,7,10
1041103,10/30/2010 04:37:39 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1024,Hispanic,Male,20-29,4,7,10
1041105,10/30/2010 12:08:14 PM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,2533,African American / Black,Female,50-59,12,7,10
1041116,10/31/2010 03:58:19 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1634,White,Male,20-29,3,1,10
1041117,10/31/2010 04:32:28 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,824,African American / Black,Male,20-29,4,1,10
1041118,10/31/2010 08:35:47 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,822,Hispanic,Male,0-19,8,1,10
1041119,10/31/2010 10:25:01 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,EXONERATED,No,322,African American / Black,Male,30-39,10,1,10
1041124,10/31/2010 02:14:02 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1233,Hispanic,Female,20-29,14,1,10
1041125,10/31/2010 02:44:16 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1111,African American / Black,Male,20-29,14,1,10
1041126,10/31/2010 02:56:47 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,123,White,Male,20-29,14,1,10
1041129,10/31/2010 04:40:05 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,1524,African American / Black,Male,0-19,16,1,10
1041134,10/31/2010 09:33:59 PM,IPRA,Complaint,Closed,Firearm Discharge - Hits,No Finding,Yes,922,Hispanic,Male,30-39,21,1,10
1041135,10/31/2010 10:21:46 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2234,African American / Black,Male,20-29,22,1,10
1041137,11/01/2010 02:22:01 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,831,African American / Black,Male,30-39,2,2,11
1041140,11/01/2010 09:20:39 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,824,African American / Black,Male,20-29,9,2,11
1041140,11/01/2010 09:20:39 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,824,African American / Black,Female,20-29,9,2,11
1041143,11/01/2010 11:53:04 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1531,African American / Black,Male,0-19,11,2,11
1041144,11/01/2010 12:05:52 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1312 | 2535,Hispanic,Male,30-39,12,2,11
1041148,11/01/2010 01:29:37 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,924 | 911,Hispanic,Female,30-39,13,2,11
1041152,11/01/2010 02:08:31 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2412,African American / Black,Male,70+,14,2,11
1041152,11/01/2010 02:08:31 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2412,Hispanic,Female,0-19,14,2,11
1041153,11/01/2010 02:40:02 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1832,White,Male,20-29,14,2,11
1041154,11/01/2010 03:49:39 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1833,White,Male,20-29,15,2,11
1041163,11/01/2010 09:15:45 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2024,African American / Black,Male,20-29,21,2,11
1041165,11/01/2010 10:22:13 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,1434,White,Male,30-39,22,2,11
1041166,11/01/2010 11:03:30 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1733,Hispanic,Male,0-19,23,2,11
1041170,11/02/2010 10:27:52 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,2534,African American / Black,Male,0-19,10,3,11
1041171,11/02/2010 10:27:56 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,714,African American / Black,Male,40-49,10,3,11
1041178,11/02/2010 01:35:10 PM,IPRA,Complaint,Closed,Firearm Discharge - Hits,No Finding,Yes,824,African American / Black,Male,20-29,13,3,11
1041183,11/02/2010 03:34:12 PM,IPRA,Complaint,Closed,Operational Violation,NO AFFIDAVIT,No,3100,White,Female,30-39,15,3,11
1041192,11/02/2010 07:15:07 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1523,African American / Black,Male,20-29,19,3,11
1041197,11/03/2010 02:40:54 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2534,African American / Black,Male,20-29,2,4,11
1041200,11/03/2010 09:54:57 AM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,321 | 323,African American / Black,Female,20-29,9,4,11
1041201,11/03/2010 11:04:27 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,1024,Hispanic,Male,60-69,11,4,11
1041201,11/03/2010 11:04:27 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,1024,Hispanic,Female,50-59,11,4,11
1041201,11/03/2010 11:04:27 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,1024,Hispanic,Female,50-59,11,4,11
1041202,11/03/2010 12:10:47 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,2524,Hispanic,Male,0-19,12,4,11
1041205,11/03/2010 01:57:49 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1024 | 1034,Hispanic,Male,50-59,13,4,11
1041206,11/03/2010 03:14:33 PM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,715,White,Male,30-39,15,4,11
1041208,11/03/2010 05:23:08 PM,IPRA,Notification,Closed,OC Discharge,No Finding,No,634,African American / Black,Male,40-49,17,4,11
1041211,11/03/2010 05:59:03 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,822,Hispanic,Female,20-29,17,4,11
1041216,11/03/2010 11:43:03 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,412,African American / Black,Female,50-59,23,4,11
1041219,11/04/2010 09:45:35 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,122,African American / Black,Female,40-49,9,5,11
1041223,11/04/2010 01:22:53 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,1632,White,Male,20-29,13,5,11
1041224,11/04/2010 02:30:08 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,931,Hispanic,Female,40-49,14,5,11
1041225,11/04/2010 02:40:53 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,212,African American / Black,Female,0-19,14,5,11
1041226,11/04/2010 02:59:26 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,1134,African American / Black,Male,20-29,14,5,11
1041227,11/04/2010 03:10:03 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,424,African American / Black,Male,0-19,15,5,11
1041229,11/04/2010 05:01:33 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2212,African American / Black,Male,20-29,17,5,11
1041236,11/04/2010 07:46:45 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2521,Hispanic,Male,30-39,19,5,11
1041237,11/04/2010 08:15:35 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,324,African American / Black,Female,0-19,20,5,11
1041241,11/05/2010 08:11:04 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1422,Hispanic,Female,20-29,8,6,11
1041241,11/05/2010 08:11:04 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1422,Hispanic,Male,30-39,8,6,11
1041246,11/05/2010 12:16:13 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,832,African American / Black,Male,50-59,12,6,11
1041248,11/05/2010 01:41:03 PM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,122,African American / Black,Male,30-39,13,6,11
1041262,11/05/2010 09:09:47 PM,IPRA,Notification,Closed,OC Discharge,No Finding,No,2212,African American / Black,Male,60-69,21,6,11
1041263,11/06/2010 01:01:09 AM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,1722,African American / Black,Male,40-49,1,7,11
1041264,11/06/2010 02:38:52 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2112,African American / Black,Female,30-39,2,7,11
1041264,11/06/2010 02:38:52 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2112,African American / Black,Female,0-19,2,7,11
1041265,11/06/2010 02:44:03 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1121,African American / Black,Male,0-19,2,7,11
1041272,11/06/2010 03:05:01 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,634,African American / Black,Male,20-29,15,7,11
1041272,11/06/2010 03:05:01 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,634,African American / Black,Male,40-49,15,7,11
1041273,11/06/2010 04:57:49 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,531,African American / Black,Male,30-39,16,7,11
1041277,11/07/2010 01:08:06 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,825,African American / Black,Male,0-19,1,1,11
1041278,11/07/2010 03:04:44 AM,IPRA,Complaint,Closed,Excessive Force,SUSTAINED,No,713,Hispanic,Male,40-49,3,1,11
